FBgn_ID,Gene_Symbol,Summary
FBgn0051956,Pgant4,Polypeptide N-Acetylgalactosaminyltransferase 4 (Pgant4) encodes a Golgi transmembrane protein that catalyzes the attachment of N-acetyl-alpha-D-galactosamine (GalNAc) to the hydroxyl group of serine or threonine residues in selected membrane or secreted proteins. This O-linked GalNAc glycan is known as the Tn antigen and can be further elongated with additional sugars. Pgant4-mediated glycosylation of the cargo receptor Tango1 plays an essential role in secretory vesicle formation and secretion by protecting Tango1 from protease cleavage.
FBgn0024244,drm,drumstick (drm) encodes a member of the Odd-skipped (Odd) family of zinc finger proteins involved in developmental patterning and cell fate specification. It stabilizes the related Odd family protein encoded by bowl in the nucleus by outcompeting the binding of the nuclear protein encoded by lin to the product of bowl and localizing the product of lin to the cytoplasm.
FBgn0015663,Ugt36A1,"UDP-glycosyltransferase family 36 member A1 (Ugt36A1) encodes a member of the superfamily of UDP glycosyltransferase enzymes, which are found across all kingdoms and are involved in detoxification of endogenous and xenobiotic compounds."
FBgn0031561,IM33,Immune induced molecule 33 (IM33) encodes a protein that belongs to a class of small secreted peptides released in the hemolymph upon systemic microbial infection.
FBgn0031549,Spindly,Spindly (Spindly) encodes a key regulator of dynein recruitment to kinetochores and is involved in the spindle assembly checkpoint during the cell cycle. It also contributes to cell morphology and migration.
FBgn0005616,msl-2,"male-specific lethal 2 (msl-2) encodes the key male-specific subunit of the male-specific-lethal dosage compensation complex. It induces or stabilizes all other components. Homozygous mutant males die, while msl-2 ectopic expression kills females."
FBgn0014906,Hydr2,alpha/beta hydrolase2 (Hydr2) encodes a lipase involved in lipid metabolism.
FBgn0016698,Ptpa,Phosphotyrosyl phosphatase activator (Ptpa) encodes a nuclear protein that associates with the catalytic subunit of the PP4 complex encoded by Pp4-19C in larval brain neuroblasts. It facilitates the dephosphorylation and basal distribution of the mira protein during neuroblast asymmetric division.
FBgn0011648,Mad,"Mothers against dpp (Mad) encodes the primary transcription factor that mediates cellular response to the BMP like ligands encoded by dpp, scw and gbb. Upon phosphorylation by either the products of sax or tkv (type I BMP receptors), it forms a complex with the product of Med and translocates to the nucleus where, together with cofactors, it regulates expression of BMP response target genes."
FBgn0042627,FASN2,Fatty acid synthase 2 (FASN2) encodes an enzyme required for the synthesis of branched/methylated long chain fatty acids that are the precursors of methylated cuticular hydrocarbons.
FBgn0015600,toc,"toucan (toc) encodes a protein that associates with spindle microtubules being involved in mitotic spindle organization, mitotic sister chromatid segregation and ovarian follicle cell formation."
FBgn0031497,SerRS,Seryl-tRNA synthetase (SerRS) encodes a protein that aminoacylates transfer RNAs (tRNA) for their use by the ribosome during protein synthesis.
FBgn0031491,alpha4GT1,"alpha1,4-N-acetylgalactosaminyltransferase 1 (alpha4GT1) encodes a Golgi enzyme that catalyzes the transfer of an N-acetyl galactosamine (GalNAc) residue in an alpha1,4-linkage to the terminal GalNAc residue of GalNAc(beta-1,4)GlcNAc(beta-1,3)Man(beta-1,4)Glc-ceramide. It is involved in the biosynthesis of the glycan core of glycosphingolipids."
FBgn0002989,okr,okra (okr) encodes a helicase involved in homologous DNA repair. It functions in meiotic recombination.
FBgn0031435,Elba2,Early boundary activity 2 (Elba2) encodes a chromatin boundary factor involved in the regulation of chromatin silencing.
FBgn0031437,Arpc5,"Actin-related protein 2/3 complex, subunit 5 (Arpc5) encodes one of seven components of the highly conserved Arp2/3 complex. The Arp2/3 complex is required for many cellular and developmental processes requiring F-actin polymerization, including germline ring canal growth, embryonic cellularization, myoblast fusion, and endocytosis."
FBgn0026395,Or23a,Odorant receptor 23a (Or23a) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0051690,Tmtc1,Transmembrane O-mannosyltransferase targeting cadherins 1 (Tmtc1) encodes a putative endoplasmic reticulum enzyme that is predicted to catalyze the attachment of D-mannose to the hydroxyl group of serine or threonine in secreted or membrane proteins via an alpha-glycosidic bond.
FBgn0031453,Bacc,Bacchus (Bacc) encodes a tyramine-dependent nuclear regulator involved in ethanol sensitivity.
FBgn0031456,Tnpo-SR,"Transportin-Serine/Arginine rich (Tnpo-SR) encodes a importin-beta family protein involved in the regulation of mRNA splicing. It contributes to the import into the nucleus of serine/arginine-rich (SR) proteins, which are involved in mRNA splicing."
FBgn0031458,aph-1,"anterior pharynx defective 1 (aph-1) encodes a scaffolding subunit of the gamma-secretase complex together with the products of Psn, Nct and pen-2. It is involved in several Notch related processes such as differentiation, cellular organization and developmental patterning via gamma-secretase proteolitic function."
FBgn0031461,daw,dawdle (daw) encodes an Activin- like ligand of the TGF beta superfamily that is required for proper tricarboxylic acid cycle function in the fat body and also regulates insulin release from IPC neurons.
FBgn0031463,G6p,Glucose-6-phosphatase (G6p) encodes an enzyme that dephosphorylates glucose-6-phosphate to glucose in the endoplasmic reticulum. It is involved in the last step of gluconeogenesis.
FBgn0004242,Syt1,Synaptotagmin 1 (Syt1) encodes a synaptic vesicle calcium binding protein that functions as the fast calcium sensor for neurotransmitter release at synapses.
FBgn0026479,Drp1,Dynamin related protein 1 (Drp1) encodes a dynamin-like GTPase that mediates mitochondrial fission through a process that involves translocation to the mitochondrial outer membrane and oligomerization. It is required for normal neuronal development and maintenance of postmitotic neuronal function and viability.
FBgn0031434,insv,insensitive (insv) encodes a nuclear factor that functions as a corepressor for the product of Su(H) and negatively regulates Notch signaling.
FBgn0031424,VGlut1,"Vesicular glutamate transporter 1 (VGlut1) encodes a glutamate transporter belonging to SLC family of transporters. It localizes to synaptic vesicles in either glutamatergic or dopaminergic nerve terminals. It has been associated with neurodegenerative processes, regulation of basal and stimulant-induced locomotion, as well as the loading of glutamate and dopamine neurotransmitters into synaptic vesicles and vesicle co-transmission."
FBgn0000490,dpp,"decapentaplegic (dpp) encodes a ligand of the transforming growth factor-beta signaling pathway that signals through Smad transcription factors. It acts as a morphogen that contributes to growth regulation, patterning and stem cell fate."
FBgn0014010,Rab5,Rab5 (Rab5) encodes a monomeric GTPase that controls entry of endocytosed cargo into the early endosome and is required for vesicle re-uptake at the synapse. Altering the activity of the product of Rab5 affects many receptor-mediated signaling pathways as well as epithelial polarity.
FBgn0031374,Wdr62,WD repeat domain 62 (Wdr62) encodes a protein involved in mitosis regulation.
FBgn0031381,Npc2a,"Niemann-Pick type C-2a (Npc2a) encodes a protein involved in regulating sterol homeostasis and hydroxyecdysone biosynthesis. It also plays a role in the immune signaling via interaction with bacterial lipopolysaccharides, lipid A, peptidoglycan and lipoteichoic acid."
FBgn0026396,Or22c,Odorant receptor 22c (Or22c) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0027509,Tbcd,"Tubulin-binding cofactor D (Tbcd) encodes one of the tubulin folding cofactors, which assist in the formation of tubulin heterodimers. It cooperates with the product of Dscam1 to regulate microtubule organization during neural development."
FBgn0031392,AIF,Apoptosis inducing factor (AIF) encodes a phylogenetically conserved redox-active flavoprotein that contributes to cell death and oxidative phosphorylation in mitochondria.
FBgn0031399,mio,"missing oocyte (mio) encodes a component of the GAP Activity Towards Rags 2 (GATOR2) complex, which promotes the activation of the product of mTor and anabolic metabolism. It localizes to lysosomes and autolysosomes and regulates lysosome function independent of the activity of the product of mTor. It is required for the maintenance of the meiotic cycle."
FBgn0000097,aop,"anterior open (aop) encodes a transcriptional repressor of the ETS family. It acts downstream of receptor tyrosine kinase signaling to regulate cell fate transitions critical to the development of many tissues including the nervous system, heart, trachea and eye."
FBgn0031390,tho2,tho2 (tho2) encodes a component of the THO complex that plays an essential role in nuclear export of mRNAs.
FBgn0031375,erm,earmuff (erm) encodes a transcriptional repressor that functions as a cell fate regulator by restricting responses to various signaling mechanisms including the Notch pathway during neurogenesis. It contributes to cell fate decisions of the type II neural stem cell in the fly larval brain.
FBgn0026398,Or22a,Odorant receptor 22a (Or22a) encodes a multi-transmembrane chemoreceptor that responds to ethyl butyrate. It localizes to dendritic membranes of neurons in the dorso-medial region of the antenna.
FBgn0011570,cpb,"capping protein beta (cpb) encodes an actin-binding protein that, together with cpa, binds to the fast growing ends of actin filaments, restricting the addition or loss of actin monomers. It restricts JNK signaling, modulates Hippo signaling, maintains epithelial integrity and neuronal homeostasis, controls proliferation/apoptosis in wing imaginal discs, and promotes oogenesis."
